S.No,inst_name,Rating,Category,Course,Infra,Faculty,District,State,Links,Placement %,ALP,Fee,Combined Score,Rank,FeeCategory,S links,Classified Rating,Our Rating
33,"AMRITA SAI INST. OF SCIENCE AND
 TECHNOLOGY",3.75,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://amritasai.org.in/,60,4.5,52900,20.85,450,m,,,n/a
730,Devi Ahilya Vishwavidyalaya,3.9,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",Good,VGood,Indore,Madhya Pradesh,https://www.dauniv.ac.in/ug-academic,61,3.3,52500,20.85,451,m,,,n/a
15,"ADI KAVI NANNAYA UNIVERSITY
 COLLEGE OF PHARMACY",4.1,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,East Godavari,Andhra Pradesh,https://aknu.edu.in/,60,3.6,50000,20.72,452,l,,,n/a
428,Bongaigaon College,3.5,M,"{'ba', 'bba', 'bcom'}",Good,Good,Bongaigaon,Assam,https://www.bongaigaoncollege.ac.in/,62,2.4,5000,20.72,453,vl,,,n/a
630,St. Xavier's College,3.4,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Lohardaga,Jharkhand,https://bscollegelohardaga.in/,62,2.5,23400,20.71,454,vl,,,n/a
127,"G V R AND S COLLEGE OF ENGG. AND
 TECHNOLOGY",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,www.gvrsedinst.org,60,4,40000,20.68,455.5,l,,,n/a
204,"NEWTON INSTITUTE OF
 ENGINEERING",2.5,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Guntur,Andhra Pradesh,https://www.newtonsnie.co.in,64,1.6,40000,20.68,455.5,l,,,n/a
595,Government Degree College,3.4,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Kullu,Himachal Pradesh,https://www.gckullu.ac.in/,62,2.2,42435,20.62,457,l,,,n/a
140,JNTUA COLLEGE OF ENGINEERING,3.52,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Anantapur,Andhra Pradesh,https://www.jntua.ac.in,60,4,22056,20.608,458,vl,,,n/a
459,Araria College,3.5,M,"{'ba', 'bcom', 'mcom', 'bsc'}",Good,Good,Araria,Bihar,https://arariacollege.co.in/,62,2,2100,20.6,459.5,vl,,,n/a
512,Government Girls College,3.5,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Gariaband,Chhattisgarh,http://www.govtpgcollegegariaband.in/,60,4,45000,20.6,459.5,l,,,n/a
444,Karimganj College,3.4,"E,C","{'ba', 'bca', 'bcom', 'eee', 'cse', 'bsc', 'mec', 'ece'}",Good,Good,Karimganj district,Assam,https://www.karimganjcollege.ac.in/,60,4,4033,20.56,461,vl,,,n/a
494,R. B. College,3.3,AS,"{'ba', 'ia', 'isc', 'ma', 'bsc'}",Good,Good,Vaishali,Bihar,https://www.rbcollege.ac.in/,62,2.1,12360,20.55,462,vl,,,n/a
59,"BRINDAVAN INST OF TECHNOLOGY
 AND SCI",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kurnool,Andhra Pradesh,https://www.bitskurnool.edu.in/,60,3.5,40000,20.53,463,l,,,n/a
520,Shaskiya Ramanuj Pratap Singhdeo Snatakottar Mahavidyalaya,3.2,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Korea,Chhattisgarh,https://rpspgc.edu.in/,62,2.1,5000,20.51,464,vl,,,n/a
470,Jamui College,4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Jamui,Bihar,https://www.gecjamui.org/,59,4,29130,20.5,465.5,vl,,,n/a
24,ACHARYA COLLEGE OF ENGINEERING,4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Madanapalle,Andhra Pradesh,www.acharya.ac.in,60,3,35000,20.5,465.5,vl,,,n/a
1,ADARSH COLLEGE OF ENGINEERING,3.2,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,www.adarsh.ac.in,60,4,40000,20.48,467,l,,,n/a
655,Government First Grade College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Chitradurga,Karnataka,https://dce.karnataka.gov.in/page/Colleges/Government+First+Grade+Colleges/en,60,3.6,10000,20.48,468,vl,,,n/a
625,St. Joseph's College,3.3,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Khunti,Jharkhand,https://stjct.com/,60,3.8,19700,20.46,469,vl,,,n/a
515,Government Arts and Commerce College,3.5,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Kabirdham (Kawardha),Chhattisgarh,https://pgcollegekawardha.edu.in/,60,3.5,5460,20.45,470,vl,,,n/a
20,"A.M.REDDY MEMORIAL COLL. OF
 ENGINEERING",3.3,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,"https://www.amreddyengineering.ac.in/#:~:text=The%20institute%20is%20situated%20in,(AICTE)%2C%20New%20Delhi.",60,3.7,50200,20.43,471,m,,,n/a
421,Rajiv Gandhi University,3.8,AS,"{'mtech', 'ba', 'mcom', 'ma', 'bcom', 'eee', 'cse', 'mec', 'ece'}",Good,VGood,Papum Pare,Arunachal Pradesh,https://rgu.ac.in,58,5,3400,20.42,472,vl,,,n/a
318,"SRINIVASA INST OF ENGG AND
 TECHNOLOGY",3.4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,https://www.sriniet.edu.in/,60,3.5,45700,20.41,473,l,,,n/a
779,Dr. H.N. Sinha Arts & Commerce College,3.6,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Buldhana,Maharashtra,https://www.drhnsp.org/,60,3.2,7000,20.4,474,vl,,,n/a
487,S. V. P. College,3.5,AS,"{'ma', 'ba', 'bsc', 'msc'}",Good,Good,Rohtas,Bihar,https://svpcollegebhabua.org/,59,4.3,6000,20.39,475,vl,,,n/a
578,Government College,3.4,AS,"{'ba', 'mcom', 'msc', 'mca', 'ma', 'bcom', 'bsc'}",Good,Good,Kaithal,Haryana,https://ciskmv.com/,61,2.4,4780,20.38,476,vl,,,n/a
755,Government Autonomous PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Satna,Madhya Pradesh,https://pgcsatna.com/website/,60,3.2,3571,20.36,477.5,vl,,,n/a
739,Government PG College,3.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Mandsaur,Madhya Pradesh,https://mandsaur.nic.in/en/public-utility/rajiv-gandhi-government-p-g-college-mandsaur/,60,3.2,35000,20.36,477.5,vl,,,n/a
529,Government B. P. Art. and Commerce College,3.4,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Raipur,Chhattisgarh,http://govpgcollarang.cgstate.gov.in/,61,2.3,7000,20.35,479,vl,,,n/a
427,Biswanath College,3.6,M,"{'ba', 'bca', 'bsc', 'bcom'}",Good,VGood,Biswanath,Assam,https://www.biswanathcollege.in/,60,3,12020,20.34,480,vl,,,n/a
240,"PALADUGU PARVATHI DEVI COLLEGE
 OF ENGG AND TECH",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://www.ppdv.in,60,2.8,40000,20.32,481,l,,,n/a
255,"QUBA COLL OF ENGG AND
 TECHNOLOGY",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nellore,Andhra Pradesh,https://www.qubacollege.in/,60,2.5,40000,20.31,482,l,,,n/a
465,Govt. Polytechnic,3.5,"S,T","{'mtech', 'btech', 'be', 'mca', 'me'}",Good,Good,Buxar,Bihar,https://www.gpbuxar.org/,61,2,4700,20.3,483.5,vl,,,n/a
645,Vijayanagara Sri Krishnadevaraya University,3.8,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Ballari,Karnataka,https://vskub.ac.in/,60,2.6,25778,20.3,483.5,vl,,,n/a
548,Maharaja Krishnakumarsinhji Bhavnagar University,3.9,AS,"{'ba', 'mcom', 'msc', 'mca', 'ma', 'bcom', 'bsc'}",Good,Good,Bhavnagar,Gujarat,https://www.mkbhavuni.edu.in/mkbhavuniweb/#,59,3.3,64100,20.25,485,m,,,n/a
667,Government First Grade College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Kolar,Karnataka,https://www.shiksha.com/college/government-first-grade-college-vemegal-kolar-186327,60,2.8,4767,20.24,486,vl,,,n/a
600,Vallabh Government College,3.3,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Mandi,Himachal Pradesh,https://www.vgcmandi.co.in/,59,4,2613,20.22,487,vl,,,n/a
453,Hatsingimari College,3.2,"E,M","{'ba', 'eee', 'cse', 'bsc', 'mec', 'ece'}",Good,Good,South Salmara-Mankachar,Assam,https://hatsingimaricollege.ac.in/facilities.php,61,2,5000,20.18,488,vl,,,n/a
37,"A S N WOMENS ENGINEERING
 COLLEGE",2.8,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Guntur,Andhra Pradesh,https://www.asnwec.in/,60,3.5,40000,20.17,489,l,,,n/a
553,Government Engineering College,3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kutch,Gujarat,http://www.gecbj.cteguj.in/,59,3,15000,20.16,490,vl,,,n/a
788,North Maharashtra University,3.8,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Jalgaon,Maharashtra,https://nmu.ac.in/en-us/Programmes,60,2.1,30826,20.15,491.5,vl,,,n/a
178,LYDIA COLLEGE OF PHARMACY,3.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,East Godavari,Andhra Pradesh,https://www.lydiacollegeofpharmacy.com,60,2.5,40000,20.15,491.5,l,,,n/a
741,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Narsinghpur,Madhya Pradesh,http://www.mphighereducation.nic.in/,60,2.4,5000,20.12,493,vl,,,n/a
424,Dera Natung Government College,3,M,{'bsc'},Bad,Good,West Siang,Arunachal Pradesh,https://dngc.ac.in,60,3,7550,20.1,494,vl,,,n/a
673,Government First Grade College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Ramanagara,Karnataka,https://www.shiksha.com/college/government-first-grade-college-ramanagara-71973,60,2.3,20000,20.09,495,vl,,,n/a
432,Mangaldai College,3.7,M,"{'ba', 'bsc', 'bvoc', 'bmlt'}",VGood,VGood,Darrang,Assam,https://mangaldaicollege.org/,60,2,2000,20.08,496,vl,,,n/a
718,Government Degree College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Datia,Madhya Pradesh,https://www.govtpgcdatia.ac.in/,59,3.2,5000,20.06,497,vl,,,n/a
523,Government College,3.5,M,"{'ba', 'bcom', 'bsc'}",Good,Good,Mungeli,Chhattisgarh,https://gcml.ac.in/,59,2.9,5000,19.97,498,vl,,,n/a
612,P.K. Roy Memorial College,3.4,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Dhanbad,Jharkhand,https://pkrmc.ac.in/,60,2,2822,19.96,499,vl,,,n/a
426,Barpeta Girls' College,3.2,M,"{'bba', 'bca', 'b.a', 'bcom', 'b.sc'}",Good,VGood,Barpeta,Assam,https://barpetagirlscollege.in/,60,2,5640,19.88,500,vl,,,n/a
114,"GOKULA KRISHNA COLLEGE OF
 PHARMACY",3,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Bad,Good,Nellore,Andhra Pradesh,https://www.gkcp.edu.in,60,2,40000,19.8,501,l,,,n/a
479,R. K. S. Mahila College,3.6,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Saharsa,Bihar,https://rjmc.ac.in/,58,3,21000,19.74,502,vl,,,n/a
123,"GOLDEN VALLEY INTEGRATED
 CAMPUS",2.3,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Chittoor,Andhra Pradesh,https://www.gvic.ac.in ,60,2.5,46700,19.67,503,l,,,n/a
660,Government First Grade College,3.2,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Hassan,Karnataka,https://www.shiksha.com/college/government-first-grade-college-for-women-hassan-71815,60,1,14130,19.58,504,vl,,,n/a
761,Government Degree College,3,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Sheopur,Madhya Pradesh,,60,1,10000,19.5,505,vl,,,n/a
433,Dhemaji College,3.7,M,"{'ba', 'bca', 'bsc'}",Bad,Good,Dhemaji,Assam,https://www.dhemajicollege.in/,58,2,1000,19.48,506,vl,,,n/a
486,Purnia College,4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Purnia,Bihar,https://www.pcepurnia.org/,55,4.5,7000,19.45,507,vl,,,n/a
737,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Khargone,Madhya Pradesh,http://govtpgcollegekhargone.org/,57,2.9,4752,19.37,508,vl,,,n/a
384,VIKAS INST. OF PHARM.SCI.,4.8,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,East Godavari,Andhra Pradesh,http://www.vikascps.com,55,3,47900,19.32,509,l,https://youtu.be/jqiV_HFwP_o?si=7oloXZaezBnq6Z6X,0.533063063,5
722,Government PG College,3,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Dindori,Madhya Pradesh,https://mphighereducation.nic.in/InstitutePortal/Default.aspx?InstId=NTM4,58,2.4,5000,19.32,510,vl,,,n/a
757,Government PG College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Seoni,Madhya Pradesh,,56,3.6,17090,19.28,511.5,vl,,,n/a
21,"ANNAMACHARYA COLLEGE OF
 PHARMACY",4.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Kadapa,Andhra Pradesh,https://www.ancpap.in/,55,3.4,55750,19.28,511.5,m,,,n/a
18,"ANDHRA LOYOLA INSTT OF ENGG
 AND TECHNOLOGY",3.85,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://www.aliet.ac.in,55,4,50700,19.24,513,m,,,n/a
809,Yashwantrao Chavan Institute of Science,4.2,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,VGood,Satara,Maharashtra,https://ycis.ac.in/,55,3.5,1415,19.23,514,vl,,,n/a
586,Government College Bilaspur,3.3,AS,"{'ba', 'mcom', 'msc', 'mca', 'ma', 'bcom', 'bsc'}",Average,Good,Bilaspur,Himachal Pradesh,https://gcbilaspur.in/,56,3.6,6000,19.2,515,vl,,,n/a
380,"VIJAYA INST. OF TECHNOLOGY FOR
 WOMEN",4.4,EW,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Krishna,Andhra Pradesh,https://www.vitw.in,55,3,40000,19.16,516.5,l,,,n/a
387,VISWANATHA INST OF PHARM SCI,4.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Visakhapatnam,Andhra Pradesh,http://vnips.in,55,3,45400,19.16,516.5,l,,,n/a
814,Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya,4,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Wardha,Maharashtra,https://hindivishwa.org/,55,3.5,8000,19.15,518.5,vl,,,n/a
335,SANKETHIKA INST OF TECHNOLOGY MANAGEMENT,4,M,"{'bma', 'marketing', 'mba'}",Good,Good,Visakhapatnam,Andhra Pradesh,https://www.shiksha.com/college/sanketika-institute-of-technology-and-management-visakhapatnam-46614,55,3.5,40000,19.15,518.5,l,,,n/a
715,Maharaja Chhatrasal Bundelkhand University,3.6,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Chhatarpur,Madhya Pradesh,https://mcbu.ac.in/faculties,56,2.9,3550,19.11,520,vl,,,n/a
657,Bapuji Institute of Engineering and Technology,3.8,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,Good,Davanagere,Karnataka,https://www.bietdvg.edu/,56,2.6,54000,19.1,521,m,,,n/a
743,Government Degree College,3.5,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Niwari,Madhya Pradesh,https://gpgcniwari.com/contact/,56,2.9,10000,19.07,522,vl,,,n/a
450,Nalbari College,3.4,M,"{'ba', 'bped', 'bsc'}",Good,Good,Nalbari,Assam,https://www.nalbaricollege.ac.in/,55,4,24000,19.06,523,vl,,,n/a
370,"SREE VAHINI INSTT OF SCIENCE AND
 TECHNOLOGY",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Krishna,Andhra Pradesh,https://www.sreevahini.edu.in,55,3,51400,19,525.5,m,,,n/a
386,"SRIVIDYA NIKETHAN COLLEGE OF
 PHARMACY",4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Chittoor,Andhra Pradesh,https://www.vidyanikethan.edu,55,3,30250,19,525.5,vl,,,n/a
350,"SRI VIDYA NIKETAN ENGINEERING
 COLLEGE",4,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,https://www.svec.education,55,3,70000,19,525.5,m,,,n/a
375,"VIJAYA INST OF PHARM SCI FOR
 WOMEN",4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Krishna,Andhra Pradesh,https://vipw.in,55,3,44100,19,525.5,l,,,n/a
259,"RAMACHANDRA COLLEGE OF
 ENGINEERING",4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,West Godavari,Andhra Pradesh,https://www.rcee.ac.in,55,2.8,60200,18.98,528,m,,,n/a
