S.No,inst_name,Rating,Category,Course,Infra,Faculty,District,State,Links,Placement %,ALP,Fee,Combined Score,Rank,FeeCategory,S links,Our Rating
70,"CHAITANYA BHARATHI INSTITUTE OF
 TECHNOLOGY",4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Hyderabad,Telangana,https://www.cbit.ac.in/,90.0,30.0,54500,37.64,1.0,m,https://youtu.be/5FrpKQbSicA?si=rWsbLODeuR1KO5Pu,0.16363057040998213
223,"NADIMPALLI SATYANARAYANA RAJU
 INSTITUTE OF TECHNOLOGY",4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Visakhapatnam,Andhra Pradesh,https://nsrit.edu.in/,99.0,3.2,40000,32.34,2.0,l,,n/a
81,"CHEBROLU HANUMAIAH INST. OF
 PHARM SCIENCES",4.3,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Guntur,Andhra Pradesh,https://www.chips.ac.in/pages/index.php,95.0,4.5,59600,31.57,3.0,m,,n/a
53,BAPATLA ENGINEERING COLLEGE,4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Guntur,Andhra Pradesh,http://becbapatla.ac.in/,95.0,4.5,84900,31.53,4.0,h,https://www.youtube.com/watch?v=leUeGFK9kFg,-0.027551020408163266
404,"VASIREDDY VENKATADRI INST. OF
 TECHNOLOGY",4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Guntur,Andhra Pradesh,https://www.vvitguntur.com,93.0,4.3,65200,30.87,5.0,m,https://www.youtube.com/watch?v=2HVbhjMcVi4,0.01735232067510548
429,National Institute of Technology,4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Cachar,Assam,http://www.nits.ac.in/,83.0,12.0,62500,30.18,6.0,m,https://www.youtube.com/watch?v=fLUgY-zvcvA,0.27151488095238097
700,Government College,4.8,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,VGood,Kasaragod,Kerala,https://gck.ac.in/,90.0,3.7,4000,30.03,7.0,vl,,n/a
796,Visvesvaraya National Institute of Technology (VNIT),4.1,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",VGood,VGood,Nagpur,Maharashtra,https://vnit.ac.in/,87.0,7.5,151000,29.99,8.0,vh,https://www.youtube.com/watch?v=OJBIWbKgxYQ,0.056249999999999994
533,Government Degree College,3.2,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Average,Good,Surajpur,Chhattisgarh,http://www.govtcollegesurajpur.ac.in/,93.0,2.5,17724,29.93,9.0,vl,,n/a
36,A S N PHARMACY COLLEGE,3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://pharmaadmission.com/college/a-s-n-pharmacy-college,90.0,4.5,23000,29.87,10.0,vl,,n/a
25,ST.ANNS COLLEGE OF PHARAMACY,3.9,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Visakhapatnam,Andhra Pradesh,http://www.stannspharmacycollege.com/,90.0,4.2,40000,29.82,11.0,l,,n/a
174,"LENDI INST OF ENGG AND
 TECHNOLOGY",4.0,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Vizianagaram,Andhra Pradesh,https://www.lendi.org,90.0,4.0,62300,29.8,12.0,m,https://www.youtube.com/watch?v=0kJ0LKjUXi0,0.12857142857142856
623,Hazaribag College of Dental Sciences and Hospital,4.1,D,"{'bds', 'mds'}",Good,VGood,Hazaribagh,Jharkhand,https://hcdsh.edu.in/,90.0,3.8,650000,29.78,13.0,vh,,n/a
649,Acharya Institute of Technology,4.3,AS,"{'ba', 'mcom', 'msc', 'mca', 'ma', 'bcom', 'eee', 'cse', 'bsc', 'mec', 'ece'}",Good,VGood,Bengaluru Rural,Karnataka,https://www.acharya.ac.in/,90.0,3.5,390000,29.77,14.0,vh,https://www.youtube.com/watch?v=L-LhA9yizDw,0.019999999999999997
110,GIET SCHOOL OF PHARMACY,4.3,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Visakhapatnam,Andhra Pradesh,https://www.gietpharmacy.in,90.0,3.0,60000,29.62,15.0,m,,n/a
414,SRM AP,4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Guntur,Andhra Pradesh,https://srmap.edu.in/,85.0,8.2,36750,29.6,16.0,l,https://www.youtube.com/watch?v=OJ3470AGPCY,0.14195767195767198
434,B. N. College,4.2,M,"{'ba', 'bca', 'bsc', 'bcom'}",VGood,VGood,Dhubri,Assam,https://www.bncollege.co.in/,85.0,8.0,30039,29.58,17.0,vl,https://www.youtube.com/watch?v=u6jVt4pOdgY,0.05767834595959596
319,"SAI RAJESWARI INSTITUTE OF
 TECHNOLOGY",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kadapa,Andhra Pradesh,https://srit.edu.in,90.0,3.5,50300,29.57,18.0,m,,n/a
699,Government Brennen College,4.6,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,VGood,Thalassery,Kerala,https://brennencollege.ac.in/,88.0,3.9,5770,29.41,19.0,vl,,n/a
795,Narsee Monjee Institute of Management Studies (NMIMS),4.0,AS,"{'ba', 'mcom', 'd.pharm', 'b.pharm', 'msc', 'm.pharm', 'ma', 'bcom', 'diploma', 'eee', 'cse', 'bsc', 'llb', 'mec', 'ece'}",VGood,VGood,Mumbai Suburban,Maharashtra,https://www.nmims.edu/,87.0,5.4,1195000,29.32,20.0,vh,https://www.youtube.com/watch?v=FXNRaC79Zgk,0.1692108242872447
31,"AVANTHIS RESEARCH AND
 TECHNOLOGICAL ACADEMY",2.85,E,"{'ece', 'eee', 'mec', 'cse'}",Bad,Good,Ranga Reddy,Telangana,www.avanthi.edu.in,89.0,4.5,40000,29.19,21.0,l,https://www.youtube.com/watch?v=lkT9wq4yzVI,0.15929989550679208
413,VELLORE INST OF TECHNOLOGY AP,4.5,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Guntur,Andhra Pradesh,https://www.vitap.ac.in/,83.0,8.3,56000,29.19,22.0,m,https://www.youtube.com/watch?v=e9A3evjwSeQ,0.02264451951951951
565,National Dairy Research Institute,4.7,AS,"{'ba', 'mcom', 'msc', 'mca', 'ma', 'bcom', 'eee', 'cse', 'bsc', 'mec', 'ece'}",VGood,VGood,Karnal,Haryana,https://ndri.res.in/,87.0,3.9,42700,29.15,23.0,l,https://www.youtube.com/watch?v=RNbpcjTXu3Q,0.018751803751803756
65,BVSR ENGINEERING COLLEGE,3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Prakasam,Andhra Pradesh,http://www.bvsr.ac.in/,90.0,2.0,40000,29.12,24.0,l,,n/a
474,R. R. S. College,3.6,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'bsc'}",Good,Good,Khagaria,Bihar,https://www.rrscollegemokama.ac.in/,90.0,1.9,44700,29.01,25.0,l,,n/a
610,S.P. College,4.1,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Chatra,Jharkhand,https://chatracollege.ac.in/,85.0,6.0,90000,28.94,26.0,h,,n/a
133,"INTERNATIONAL SCHOOL OF TECH
 AND SCI FOR WOMEN",4.0,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,East Godavari,Andhra Pradesh,https://www.ists.ac.in,85.0,6.0,51100,28.9,27.0,m,,n/a
12,"ANNAMACHARYA INST OF
 TECHNOLOGY AND SCIENCES",3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittor,Andhra Pradesh,https://aits-tpt.edu.in/,85.0,6.0,40000,28.86,28.0,l,https://www.youtube.com/watch?v=6I6QHqvVaes,-0.12000000000000002
7,ADITYA INSTITUTE OF TECHNOLOGY AND MGMT,3.65,M,"{'bma', 'marketing', 'mba'}",Good,Good,Srikakulam,Andhra Pradesh,"https://www.adityatekkali.edu.in/about.php#:~:text=Aditya%20Institute%20of%20Technology%20and%20Management%20is%20located%20at%20K,beauty%20of%20modern%20day%20Gurukul.",87.5,3.81,79600,28.853,29.0,h,https://www.youtube.com/watch?v=rCicqLa7ddM,0.0875
772,"Shri Shivaji College of Arts, Commerce & Science",4.1,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,Good,Akola,Maharashtra,https://www.shivajiakola.ac.in/,87.0,3.7,2700,28.85,30.0,vl,https://www.youtube.com/watch?v=-k0LmuQ4EEE,0.58421706864564
696,MES College,4.6,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,VGood,Ponnani,Kerala,https://www.mespni.ac.in/,85.0,4.8,3100,28.78,31.0,vl,https://www.youtube.com/watch?v=NOdP-xNtvw0,0.09245941558441559
406,"WELLFARE INST OF SCIENCE TECH
 AND MGMT",4.0,M,"{'bma', 'marketing', 'mba'}",Good,Good,Visakhapatnam,Andhra Pradesh,http://wistm.edu.in,88.0,2.5,43000,28.75,32.0,l,,n/a
306,"SKU COLL OF PHARMCEUTICAL
 SCIENCE-SELF FINANCE",4.9,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Anantapur,Andhra Pradesh,http://skucops.ac.in/,84.0,5.2,50000,28.72,33.0,l,https://www.youtube.com/watch?v=jK9sIXIBnMQ,0.07538135593220342
345,SRI VENKATESWARA ENGG COLLEGE,4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Kanchipuram,TamilNadu,https://www.svce.ac.in/,85.0,5.0,360000,28.68,34.0,vh,https://www.youtube.com/watch?v=8zdt8Lbtj4Q,0.03421052631578947
678,Manipal Institute of Technology,4.5,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Udupi,Karnataka,https://www.manipal.edu/mit.html,85.0,4.5,810000,28.65,35.0,vh,https://www.youtube.com/watch?v=3ZzYBvET-3Y,0.13726130688911586
79,"CHUNDI RANGANAYAKULU
 ENGINEERING COLLEGE",3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://crenggcollege.com/,75.0,15.0,70000,28.52,36.0,m,,n/a
220,NARAYANA PHARMACY COLLEGE,4.4,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Nellore,Andhra Pradesh,https://www.narayanapharmacycollege.com,85.0,4.0,110000,28.46,37.0,vh,https://www.youtube.com/watch?v=s748KwEO8AQ,-0.00034722222222223026
550,Junagadh Agricultural University,4.6,"AS,M","{'mba', 'phd', 'msc', 'b.sc', 'b.tech', 'm.tech'}",VGood,VGood,Junagadh,Gujarat,http://www.jau.in/,85.0,3.7,68000,28.45,38.0,m,https://www.youtube.com/watch?v=R9GhaQRBvec,0.03035714285714286
313,"SRI PADMAVATHI SCHOOL OF
 PHARMACY",4.2,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Chittoor,Andhra Pradesh,https://spsp.ac.in/,85.0,4.0,53800,28.38,39.0,m,https://www.youtube.com/watch?v=G09YNzj8M24,-0.055000000000000014
46,AVANTHI INST. OF PHARM. SCI.,3.3,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Vizianagaram,Andhra Pradesh,"https://avanthipharma.ac.in/about#:~:text=Address%20for%20communication%20%3A,Bridge%2C%20Vizianagaram%20(Dist).",80.0,10.0,70000,28.32,40.0,m,,n/a
122,"GEETHANJALI INST OF SCIENCE AND
 TECHNOLOGY",4.0,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Nellore,Andhra Pradesh,https://gist.edu.in,85.0,4.0,55200,28.3,41.0,m,https://www.youtube.com/watch?v=wYN_wds3Mlw,0.15937499999999996
317,SREE RAMA ENGINEERING COLLEGE,3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,https://www.sreerama.ac.in/,85.0,4.0,51400,28.26,42.5,m,,n/a
340,SRI VENKATESWARA COLLEGE OF ENGINEERING,3.9,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Kanchipuram,TamilNadu,https://www.svce.ac.in,85.0,4.0,47100,28.26,42.5,l,https://www.youtube.com/watch?v=8zdt8Lbtj4Q,0.03421052631578947
440,Rabindranath Tagore University Hojai,4.3,AS,"{'ma', 'ba', 'bcom', 'bsc'}",VGood,VGood,Hojai,Assam,https://www.rtuassam.ac.in/,86.0,2.4,4960,28.24,44.0,vl,https://www.youtube.com/watch?v=NaCXbXDAr1M,0.1984234234234234
101,ESWAR COLLEGE OF ENGINEERING,3.8,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Guntur,Andhra Pradesh,https://eswarcollegeofengg.org,85.0,4.0,40000,28.22,45.0,l,,n/a
295,"SWARNANDHRA INST. OF ENGG AND
 TECHNOLOGY",3.7,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,West Godavari,Andhra Pradesh,https://www.swarnandhra.ac.in,85.0,4.0,35000,28.18,46.0,vl,https://www.youtube.com/watch?v=a3Hb7A0TH_A,0.19393939393939397
541,A-One Pharmacy College,4.5,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Ahmedabad,Gujarat,https://aonepc.ac.in/,84.0,3.9,240000,28.17,47.0,vh,,n/a
767,Vikram University,4.0,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",VGood,VGood,Ujjain,Madhya Pradesh,https://vikramuniv.ac.in/index.php/en/pharmacy,85.0,3.5,42000,28.15,48.0,l,https://www.youtube.com/watch?v=Fe_TUIX-7oQ,0.012745098039215686
506,Government E. Raghavendra Rao Science College,4.3,S,"{'ba', 'bca', 'bsc', 'bcom'}",Good,VGood,Bilaspur,Chhattisgarh,http://www.sciencecollegebilaspur.ac.in/,85.0,2.9,8000,28.09,49.0,vl,https://www.youtube.com/watch?v=mcHWlZgo_0g,0.005401234567901236
807,Walchand College of Engineering,4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Sangli,Maharashtra,https://www.walchandsangli.ac.in/,83.0,5.0,62100,28.08,50.0,m,https://www.youtube.com/watch?v=i9NsqBexsnc,0.018692129629629625
201,"NBKR INSTITUTE OF SCI. AND
 TECHNOLOGY",4.0,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Chittoor,Andhra Pradesh,https://www.nbkrist.co.in,85.0,3.2,46400,28.06,51.0,l,https://www.youtube.com/watch?v=NQoccdWtVX0,0.14015151515151517
805,Pillai College of Engineering,4.1,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Raigad,Maharashtra,https://www.pce.ac.in/,83.0,5.0,133000,28.04,52.5,vh,https://www.youtube.com/watch?v=ZJciV32Ru4E,0.05753621116828664
402,"VKR VNB AND AGK ENGINEERING
 COLLEGE",4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Krishna,Andhra Pradesh,https://dteap.nic.in,84.0,4.0,40000,28.04,52.5,l,,n/a
462,S. B. College,3.2,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Banka,Bihar,http://www.sbcollegeofpharmacy.com,85.0,4.0,26000,27.98,54.0,vl,,n/a
490,R. S. College,4.3,M,"{'ba', 'bsc'}",VGood,VGood,Sheikhpura,Bihar,https://rsctarapur.ac.i/web,85.0,2.5,11400,27.97,55.0,vl,,n/a
778,Bhandara Polytechnic,3.9,E,"{'diploma', 'eee', 'cse', 'mec', 'ece'}",VGood,Good,Bhandara,Maharashtra,,85.0,2.9,50000,27.93,56.0,l,,n/a
782,R. C. Patel Institute of Pharmaceutical Education & Research,4.2,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Dhule,Maharashtra,https://www.rcpatelpharmacy.co.in/,84.0,3.3,40000,27.87,57.0,l,https://youtube.com/watch?v=IuBjFneMH3Y,0.07058823529411766
571,O.P. Jindal Global Universit,4.4,AS,"{'ba', 'mcom', 'msc', 'ma', 'bcom', 'diploma', 'bsc', 'llb'}",Good,VGood,Sonipat,Haryana,https://jgu.edu.in/,84.0,3.0,160000,27.86,58.0,vh,https://www.youtube.com/watch?v=MN-nq_diIvo,0.18226878053139522
215,NRI INSTITUTE OF TECHNOLOGY,4.3,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Krishna,Andhra Pradesh,https://nriit.edu.in,80.0,7.0,42500,27.82,59.0,l,,n/a
205,NIRMALA COLLEGE OF PHARMACY,3.9,P,"{'m.pharm', 'b.pharm', 'd.pharm'}",Good,Good,Ernakulam,Kerala,https://www.nirmalacp.org,85.0,2.4,40000,27.78,60.0,l,https://www.youtube.com/watch?v=2NGUUVB61ks,0.03655913978494624
52,"BHARATH COLL OF ENGG AND
 TECHNOLOGY FOR WOMEN",4.0,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,YSR Kadapa,Andhra Pradesh,Www.Bcetfw.Com,80.0,7.0,80000,27.7,61.0,h,,n/a
693,St. Thomas College,4.3,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,VGood,Thrissur,Kerala,https://stthomas.ac.in/,82.0,4.4,71700,27.64,62.0,h,https://www.youtube.com/watch?v=8qZNWqTUN-g,0.04255930735930735
803,Savitribai Phule Pune University,4.5,"AS,M","{'mtech', 'btech', 'ba', 'mcom', 'bba', 'be', 'bca', 'msc', 'mca', 'ma', 'bcom', 'bsc', 'me'}",VGood,VGood,Pune,Maharashtra,http://www.unipune.ac.in/,80.0,6.0,75000,27.6,63.0,h,https://www.youtube.com/watch?v=UFzz0LnATVw,0.24468749999999997
790,Shivaji University,3.9,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",VGood,Good,Kolhapur,Maharashtra,https://www.unishivaji.ac.in/academic_programs/List-of-programs-offered-on-campus,84.0,2.7,23565,27.57,64.0,vl,https://www.youtube.com/watch?v=cE4CtrQh7Ag,0.07184485302462831
103,"GEETHANJALI COLLEGE OF
 ENGINEERING AND TECHNOLOGY",4.0,E,"{'ece', 'eee', 'mec', 'cse'}",Good,Good,Rangareddy,Telangana,https://www.geethanjaliinstitutions.com,80.0,6.5,114000,27.55,65.0,vh,https://www.youtube.com/watch?v=QJ4_Nfzl5yI,0.22224310776942355
305,SRI KRISHNADEVARAYA UNIV.COLL.OF ENG.- SELF FINANCE,4.9,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Anantapur,Andhra Pradesh,http://skucet.ac.in,80.0,5.2,38250,27.52,66.0,l,https://www.youtube.com/watch?v=jK9sIXIBnMQ,0.07538135593220342
643,Government First Grade College,4.4,AS,"{'ba', 'msc', 'ma', 'bcom', 'bsc'}",VGood,VGood,Bagalkot,Karnataka,https://dce.karnataka.gov.in/,82.0,3.8,2052,27.5,67.0,vl,,n/a
217,NRI INSTT OF TECHNOLOGY,4.2,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Krishna,Andhra Pradesh,https://nriit.edu.in,80.0,6.0,40000,27.48,68.0,l,,n/a
436,Haflong Government College,4.2,M,"{'ba', 'bcom', 'bsc'}",Good,VGood,Dima Hasao,Assam,https://haflonggovtcollege.ac.in/,83.0,3.0,5250,27.48,69.0,vl,,n/a
165,K S R M COLLEGE OF ENGINEERING,4.1,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,Kadapa,Andhra Pradesh,https://www.ksrmce.ac.in/,82.0,4.0,40900,27.44,70.0,l,https://www.youtube.com/watch?v=EzsI0GOoNfc,0.0004629629629629531
793,University of Mumbai,4.0,"AS,M","{'ba', 'mcom', 'bba', 'bca', 'msc', 'ma', 'bcom', 'bsc'}",Good,VGood,Mumbai City,Maharashtra,https://mu.ac.in/,80.0,6.0,10835,27.4,71.0,vl,,n/a
322,S R K R ENGINEERING COLLEGE,4.4,E,"{'ece', 'eee', 'mec', 'cse'}",VGood,VGood,West Godavari,Andhra Pradesh,https://srkrec.edu.in/,82.0,3.2,105000,27.32,72.0,vh,https://www.youtube.com/watch?v=7u7i6-unyWc,-0.03928571428571429
